                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.3165,                0.76191,                 1.7517,                0.90691,                0.90646,                0.92321,                0.47837,                 1.5868,                0.70968,                  2.285,              0.0068815,              0.0068815,              0.0068815
                    129,                 1.3147,                0.77673,                 1.7758,                0.91694,                0.89046,                 0.9217,                0.47326,                 1.5985,                0.71397,                 2.2809,              0.0068568,              0.0068568,              0.0068568
                    130,                 1.2961,                 0.7544,                 1.7541,                0.91701,                0.87245,                 0.9185,                0.47498,                 1.6099,                0.70368,                  2.312,               0.006832,               0.006832,               0.006832
                    131,                 1.3035,                0.75947,                 1.7558,                0.91105,                0.89181,                0.92677,                0.47519,                 1.6003,                0.69292,                 2.2928,              0.0068073,              0.0068073,              0.0068073
                    132,                 1.2968,                0.74623,                 1.7608,                0.90929,                0.89671,                 0.9249,                0.47996,                 1.6102,                0.70151,                 2.3084,              0.0067825,              0.0067825,              0.0067825
                    133,                 1.2808,                0.74411,                 1.7428,                0.91776,                0.87637,                0.91621,                0.47984,                 1.5988,                0.70309,                 2.2876,              0.0067577,              0.0067577,              0.0067577
                    134,                 1.3038,                0.74989,                 1.7572,                0.91357,                0.89031,                0.92506,                0.48987,                 1.5846,                 0.6976,                 2.2932,               0.006733,               0.006733,               0.006733
                    135,                  1.294,                0.74962,                 1.7456,                 0.9083,                0.90482,                0.92669,                0.48349,                 1.5796,                0.69301,                  2.272,              0.0067082,              0.0067082,              0.0067082
                    136,                 1.2874,                0.73596,                  1.747,                0.90999,                0.89752,                0.92857,                0.48555,                 1.5963,                0.69948,                 2.2933,              0.0066835,              0.0066835,              0.0066835
                    137,                 1.2773,                0.74223,                 1.7298,                0.92863,                0.88849,                0.93442,                0.48792,                 1.5858,                0.68973,                 2.2743,              0.0066587,              0.0066587,              0.0066587
                    138,                 1.2888,                0.74881,                 1.7417,                0.90051,                0.90141,                0.92444,                0.48491,                 1.5861,                0.68633,                 2.2892,               0.006634,               0.006634,               0.006634
                    139,                 1.2948,                0.75933,                 1.7485,                0.90648,                0.89842,                0.92175,                0.47681,                 1.5919,                0.69281,                 2.3058,              0.0066092,              0.0066092,              0.0066092
                    140,                 1.2824,                0.73118,                 1.7388,                0.90887,                0.89815,                0.91837,                0.47312,                  1.592,                0.69906,                 2.2853,              0.0065845,              0.0065845,              0.0065845
                    141,                 1.2594,                0.73315,                  1.714,                0.92144,                0.89111,                0.92359,                0.47226,                 1.5951,                 0.6869,                 2.2911,              0.0065598,              0.0065598,              0.0065598
                    142,                 1.2738,                0.73766,                 1.7085,                0.92116,                0.89117,                 0.9187,                0.47827,                 1.5952,                0.69503,                 2.2882,               0.006535,               0.006535,               0.006535
                    143,                 1.2659,                0.72292,                 1.7064,                0.92189,                0.88647,                0.91954,                0.48353,                 1.5811,                0.68445,                 2.2778,              0.0065102,              0.0065102,              0.0065102
